"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Тестирование авторизации в личный кабинет клиента","6983","T-001","","Thu Jul 24 09:50:22 GMT 2025","passed","Thu Jul 24 09:50:29 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","customerLoginTest"
"Тест работоспособности открытия модального окна внесения депозита","8603","T-002","","Thu Jul 24 09:50:20 GMT 2025","passed","Thu Jul 24 09:50:28 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","testNavigationButtonOpenDeposit"
"Тестирование снятия депозита (Негативный кейс)","3426","T-009 Попытка снятие невалидной суммы: ""#$%""","","Thu Jul 24 09:50:35 GMT 2025","passed","Thu Jul 24 09:50:38 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","customerWithdrawlInvalidAmountTest"
"Тестирование снятия и внесения депозита","12143","T-004","","Thu Jul 24 09:50:21 GMT 2025","passed","Thu Jul 24 09:50:33 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","customerDepositWithdrawlTest"
"Тестирование внесения депозита (Негативный кейс)","5386","T-008 Попытка внести невалидную сумму: """"","","Thu Jul 24 09:50:30 GMT 2025","passed","Thu Jul 24 09:50:35 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","customerDepositInvalidAmountTest"
"Тестирование снятия депозита (Негативный кейс)","8796","T-009 Попытка снятие невалидной суммы: ""0""","","Thu Jul 24 09:50:21 GMT 2025","passed","Thu Jul 24 09:50:30 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","customerWithdrawlInvalidAmountTest"
"Тестирование снятия депозита (Негативный кейс)","5375","T-009 Попытка снятие невалидной суммы: """"","","Thu Jul 24 09:50:30 GMT 2025","passed","Thu Jul 24 09:50:35 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","customerWithdrawlInvalidAmountTest"
"Тестирование внесения депозита (Негативный кейс)","9443","T-008 Попытка внести невалидную сумму: ""0""","","Thu Jul 24 09:50:20 GMT 2025","passed","Thu Jul 24 09:50:30 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","customerDepositInvalidAmountTest"
"Тестирование внесения депозита (Негативный кейс)","5537","T-008 Попытка внести невалидную сумму: ""100,50""","","Thu Jul 24 09:50:30 GMT 2025","failed","Thu Jul 24 09:50:35 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","customerDepositInvalidAmountTest"
"Тестирование создания автомобиля","1018","API-T-005","","Thu Jul 24 09:50:53 GMT 2025","passed","Thu Jul 24 09:50:54 GMT 2025","","tests.api.CreationTests","tests.api.CreationTests","createCarTest"
"Тестирование снятия депозита (Негативный кейс)","8922","T-009 Попытка снятие невалидной суммы: ""-100""","","Thu Jul 24 09:50:21 GMT 2025","passed","Thu Jul 24 09:50:30 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","customerWithdrawlInvalidAmountTest"
"Тестирование добавления клиента в личном кабинете менеджера","9541","T-007","","Thu Jul 24 09:50:23 GMT 2025","passed","Thu Jul 24 09:50:32 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","testAddNewCustomer"
"Тестирование создания дома с парковками","1770","API-T-004","","Thu Jul 24 09:50:53 GMT 2025","passed","Thu Jul 24 09:50:54 GMT 2025","","tests.api.CreationTests","tests.api.CreationTests","createHouseTest"
"Тестирование внесения депозита (Негативный кейс)","5502","T-008 Попытка внести невалидную сумму: "" ""","","Thu Jul 24 09:50:30 GMT 2025","passed","Thu Jul 24 09:50:35 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","customerDepositInvalidAmountTest"
"Тестирование авторизации в личный кабинет менеджера","7417","T-006","","Thu Jul 24 09:50:20 GMT 2025","passed","Thu Jul 24 09:50:27 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","testManagerLogin"
"Тестирование снятия депозита (Негативный кейс)","5355","T-009 Попытка снятие невалидной суммы: ""100,50""","","Thu Jul 24 09:50:30 GMT 2025","passed","Thu Jul 24 09:50:35 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","customerWithdrawlInvalidAmountTest"
"Тестирование выбора аккаунта(счета) клиента","9263","T-010","","Thu Jul 24 09:50:20 GMT 2025","passed","Thu Jul 24 09:50:30 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","selectAccountTest"
"Тестирование внесения депозита (Негативный кейс)","8644","T-008 Попытка внести невалидную сумму: ""-100""","","Thu Jul 24 09:50:21 GMT 2025","passed","Thu Jul 24 09:50:29 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","customerDepositInvalidAmountTest"
"Тестирование снятия депозита (Негативный кейс)","7973","T-009 Попытка снятие невалидной суммы: ""abc""","","Thu Jul 24 09:50:22 GMT 2025","passed","Thu Jul 24 09:50:29 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","customerWithdrawlInvalidAmountTest"
"Тест работоспособности перехода на страницу транзакции.","8012","T-005","","Thu Jul 24 09:50:21 GMT 2025","passed","Thu Jul 24 09:50:29 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","testNavigationButtonOpenTransactions"
"Тестирование внесения депозита (Негативный кейс)","3257","T-008 Попытка внести невалидную сумму: ""#$%""","","Thu Jul 24 09:50:35 GMT 2025","passed","Thu Jul 24 09:50:39 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","customerDepositInvalidAmountTest"
"Тестирование заселения пользователя в дом","9402","API-T-002","","Thu Jul 24 09:50:43 GMT 2025","passed","Thu Jul 24 09:50:53 GMT 2025","","tests.api.BuySellTests","tests.api.BuySellTests","settleHouse"
"Тестирование создания пользователя","10657","API-T-003","","Thu Jul 24 09:50:43 GMT 2025","passed","Thu Jul 24 09:50:53 GMT 2025","","tests.api.CreationTests","tests.api.CreationTests","createUserTest"
"Тест работоспособности открытия модального окна снятия депозита","7790","T-003","","Thu Jul 24 09:50:22 GMT 2025","passed","Thu Jul 24 09:50:30 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","testNavigationButtonOpenWithdrawl"
"Тестирование внесения депозита (Негативный кейс)","9311","T-008 Попытка внести невалидную сумму: ""abc""","","Thu Jul 24 09:50:21 GMT 2025","passed","Thu Jul 24 09:50:30 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","customerDepositInvalidAmountTest"
"Тестирование покупки автомобиля","9785","API-T-001","","Thu Jul 24 09:50:43 GMT 2025","passed","Thu Jul 24 09:50:52 GMT 2025","","tests.api.BuySellTests","tests.api.BuySellTests","buyCarTest"
"Тестирование снятия депозита (Негативный кейс)","5063","T-009 Попытка снятие невалидной суммы: "" ""","","Thu Jul 24 09:50:30 GMT 2025","passed","Thu Jul 24 09:50:35 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","customerWithdrawlInvalidAmountTest"
