"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Тестирование выбора аккаунта(счета) клиента","6558","T-010","","Mon Jul 14 15:47:48 GMT 2025","passed","Mon Jul 14 15:47:55 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","selectAccountTest"
"Тестирование снятия и внесения депозита","22116","T-004","","Mon Jul 14 15:47:52 GMT 2025","broken","Mon Jul 14 15:48:15 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","customerDepositWithdrawlTest"
"Тестирование создания дома с парковками","1051","API-T-004","","Mon Jul 14 15:48:25 GMT 2025","broken","Mon Jul 14 15:48:26 GMT 2025","","tests.api.CreationTests","tests.api.CreationTests","createHouseTest"
"Тестирование внесения депозита (Негативный кейс)","6207","T-008 Попытка внести невалидную сумму: ""#$%""","","Mon Jul 14 15:48:00 GMT 2025","passed","Mon Jul 14 15:48:06 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","customerDepositInvalidAmountTest"
"Тестирование внесения депозита (Негативный кейс)","5875","T-008 Попытка внести невалидную сумму: ""0""","","Mon Jul 14 15:47:48 GMT 2025","passed","Mon Jul 14 15:47:54 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","customerDepositInvalidAmountTest"
"Тестирование авторизации в личный кабинет клиента","5448","T-001","","Mon Jul 14 15:47:59 GMT 2025","passed","Mon Jul 14 15:48:04 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","customerLoginTest"
"Тестирование авторизации в личный кабинет менеджера","5274","T-006","","Mon Jul 14 15:47:47 GMT 2025","passed","Mon Jul 14 15:47:52 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","testManagerLogin"
"Тестирование добавления клиента в личном кабинете менеджера","5277","T-007","","Mon Jul 14 15:47:54 GMT 2025","passed","Mon Jul 14 15:47:59 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","testAddNewCustomer"
"Тестирование снятия депозита (Негативный кейс)","4475","T-009 Попытка снятие невалидной суммы: """"","","Mon Jul 14 15:48:02 GMT 2025","passed","Mon Jul 14 15:48:06 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","customerWithdrawlInvalidAmountTest"
"Тестирование внесения депозита (Негативный кейс)","6244","T-008 Попытка внести невалидную сумму: """"","","Mon Jul 14 15:48:03 GMT 2025","passed","Mon Jul 14 15:48:09 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","customerDepositInvalidAmountTest"
"Тестирование снятия депозита (Негативный кейс)","5351","T-009 Попытка снятие невалидной суммы: ""abc""","","Mon Jul 14 15:48:04 GMT 2025","passed","Mon Jul 14 15:48:10 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","customerWithdrawlInvalidAmountTest"
"Тестирование снятия депозита (Негативный кейс)","5555","T-009 Попытка снятие невалидной суммы: ""-100""","","Mon Jul 14 15:48:02 GMT 2025","passed","Mon Jul 14 15:48:08 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","customerWithdrawlInvalidAmountTest"
"Тестирование снятия депозита (Негативный кейс)","4886","T-009 Попытка снятие невалидной суммы: ""100,50""","","Mon Jul 14 15:48:08 GMT 2025","passed","Mon Jul 14 15:48:13 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","customerWithdrawlInvalidAmountTest"
"Тестирование покупки автомобиля","2793","API-T-001","","Mon Jul 14 15:48:22 GMT 2025","broken","Mon Jul 14 15:48:25 GMT 2025","","tests.api.BuySellTests","tests.api.BuySellTests","buyCarTest"
"Тест работоспособности открытия модального окна внесения депозита","6795","T-002","","Mon Jul 14 15:47:47 GMT 2025","passed","Mon Jul 14 15:47:54 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","testNavigationButtonOpenDeposit"
"Тестирование внесения депозита (Негативный кейс)","9599","T-008 Попытка внести невалидную сумму: ""-100""","","Mon Jul 14 15:47:48 GMT 2025","passed","Mon Jul 14 15:47:58 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","customerDepositInvalidAmountTest"
"Тест работоспособности открытия модального окна снятия депозита","6316","T-003","","Mon Jul 14 15:47:56 GMT 2025","passed","Mon Jul 14 15:48:02 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","testNavigationButtonOpenWithdrawl"
"Тестирование внесения депозита (Негативный кейс)","5720","T-008 Попытка внести невалидную сумму: "" ""","","Mon Jul 14 15:47:54 GMT 2025","passed","Mon Jul 14 15:48:00 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","customerDepositInvalidAmountTest"
"Тестирование снятия депозита (Негативный кейс)","7404","T-009 Попытка снятие невалидной суммы: ""0""","","Mon Jul 14 15:47:55 GMT 2025","passed","Mon Jul 14 15:48:02 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","customerWithdrawlInvalidAmountTest"
"Тестирование создания автомобиля","1005","API-T-005","","Mon Jul 14 15:48:26 GMT 2025","broken","Mon Jul 14 15:48:27 GMT 2025","","tests.api.CreationTests","tests.api.CreationTests","createCarTest"
"Тестирование внесения депозита (Негативный кейс)","5519","T-008 Попытка внести невалидную сумму: ""100,50""","","Mon Jul 14 15:48:09 GMT 2025","failed","Mon Jul 14 15:48:15 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","customerDepositInvalidAmountTest"
"Тест работоспособности перехода на страницу транзакции.","7947","T-005","","Mon Jul 14 15:47:48 GMT 2025","passed","Mon Jul 14 15:47:56 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","testNavigationButtonOpenTransactions"
"Тестирование заселения пользователя в дом","1613","API-T-002","","Mon Jul 14 15:48:25 GMT 2025","broken","Mon Jul 14 15:48:26 GMT 2025","","tests.api.BuySellTests","tests.api.BuySellTests","settleHouse"
"Тестирование снятия депозита (Негативный кейс)","4830","T-009 Попытка снятие невалидной суммы: ""#$%""","","Mon Jul 14 15:48:06 GMT 2025","passed","Mon Jul 14 15:48:11 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","customerWithdrawlInvalidAmountTest"
"Тестирование снятия депозита (Негативный кейс)","4520","T-009 Попытка снятие невалидной суммы: "" ""","","Mon Jul 14 15:48:08 GMT 2025","passed","Mon Jul 14 15:48:12 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","customerWithdrawlInvalidAmountTest"
"Тестирование внесения депозита (Негативный кейс)","5211","T-008 Попытка внести невалидную сумму: ""abc""","","Mon Jul 14 15:47:58 GMT 2025","passed","Mon Jul 14 15:48:03 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","customerDepositInvalidAmountTest"
"Тестирование создания пользователя","2793","API-T-003","","Mon Jul 14 15:48:22 GMT 2025","broken","Mon Jul 14 15:48:25 GMT 2025","","tests.api.CreationTests","tests.api.CreationTests","createUserTest"
