"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Тестирование снятия депозита (Негативный кейс)","4806","T-009 Попытка снятие невалидной суммы: "" ""","","Wed Jul 23 16:05:41 GMT 2025","passed","Wed Jul 23 16:05:46 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","customerWithdrawlInvalidAmountTest"
"Тестирование снятия депозита (Негативный кейс)","6110","T-009 Попытка снятие невалидной суммы: ""-100""","","Wed Jul 23 16:05:39 GMT 2025","passed","Wed Jul 23 16:05:45 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","customerWithdrawlInvalidAmountTest"
"Тестирование внесения депозита (Негативный кейс)","5653","T-008 Попытка внести невалидную сумму: "" ""","","Wed Jul 23 16:05:33 GMT 2025","passed","Wed Jul 23 16:05:39 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","customerDepositInvalidAmountTest"
"Тестирование создания дома с парковками","2402","API-T-004","","Wed Jul 23 16:06:07 GMT 2025","passed","Wed Jul 23 16:06:10 GMT 2025","","tests.api.CreationTests","tests.api.CreationTests","createHouseTest"
"Тестирование выбора аккаунта(счета) клиента","10463","T-010","","Wed Jul 23 16:05:23 GMT 2025","passed","Wed Jul 23 16:05:34 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","selectAccountTest"
"Тест работоспособности открытия модального окна внесения депозита","11634","T-002","","Wed Jul 23 16:05:21 GMT 2025","passed","Wed Jul 23 16:05:33 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","testNavigationButtonOpenDeposit"
"Тестирование добавления клиента в личном кабинете менеджера","5459","T-007","","Wed Jul 23 16:05:33 GMT 2025","passed","Wed Jul 23 16:05:39 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","testAddNewCustomer"
"Тестирование снятия депозита (Негативный кейс)","7213","T-009 Попытка снятие невалидной суммы: ""0""","","Wed Jul 23 16:05:34 GMT 2025","passed","Wed Jul 23 16:05:41 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","customerWithdrawlInvalidAmountTest"
"Тестирование внесения депозита (Негативный кейс)","5496","T-008 Попытка внести невалидную сумму: ""#$%""","","Wed Jul 23 16:05:39 GMT 2025","passed","Wed Jul 23 16:05:45 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","customerDepositInvalidAmountTest"
"Тест работоспособности перехода на страницу транзакции.","11711","T-005","","Wed Jul 23 16:05:23 GMT 2025","passed","Wed Jul 23 16:05:35 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","testNavigationButtonOpenTransactions"
"Тест работоспособности открытия модального окна снятия депозита","6761","T-003","","Wed Jul 23 16:05:35 GMT 2025","passed","Wed Jul 23 16:05:42 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","testNavigationButtonOpenWithdrawl"
"Тестирование заселения пользователя в дом","11468","API-T-002","","Wed Jul 23 16:05:56 GMT 2025","passed","Wed Jul 23 16:06:07 GMT 2025","","tests.api.BuySellTests","tests.api.BuySellTests","settleHouse"
"Тестирование внесения депозита (Негативный кейс)","5676","T-008 Попытка внести невалидную сумму: ""abc""","","Wed Jul 23 16:05:37 GMT 2025","passed","Wed Jul 23 16:05:43 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","customerDepositInvalidAmountTest"
"Тестирование снятия депозита (Негативный кейс)","5863","T-009 Попытка снятие невалидной суммы: """"","","Wed Jul 23 16:05:42 GMT 2025","passed","Wed Jul 23 16:05:48 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","customerWithdrawlInvalidAmountTest"
"Тестирование авторизации в личный кабинет менеджера","10140","T-006","","Wed Jul 23 16:05:21 GMT 2025","passed","Wed Jul 23 16:05:32 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","testManagerLogin"
"Тестирование внесения депозита (Негативный кейс)","9960","T-008 Попытка внести невалидную сумму: ""0""","","Wed Jul 23 16:05:23 GMT 2025","passed","Wed Jul 23 16:05:33 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","customerDepositInvalidAmountTest"
"Тестирование снятия депозита (Негативный кейс)","4794","T-009 Попытка снятие невалидной суммы: ""#$%""","","Wed Jul 23 16:05:47 GMT 2025","passed","Wed Jul 23 16:05:51 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","customerWithdrawlInvalidAmountTest"
"Тестирование внесения депозита (Негативный кейс)","5877","T-008 Попытка внести невалидную сумму: """"","","Wed Jul 23 16:05:43 GMT 2025","passed","Wed Jul 23 16:05:49 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","customerDepositInvalidAmountTest"
"Тестирование снятия и внесения депозита","7548","T-004","","Wed Jul 23 16:05:32 GMT 2025","passed","Wed Jul 23 16:05:39 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","customerDepositWithdrawlTest"
"Тестирование снятия депозита (Негативный кейс)","4200","T-009 Попытка снятие невалидной суммы: ""100,50""","","Wed Jul 23 16:05:46 GMT 2025","passed","Wed Jul 23 16:05:50 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","customerWithdrawlInvalidAmountTest"
"Тестирование авторизации в личный кабинет клиента","3664","T-001","","Wed Jul 23 16:05:39 GMT 2025","passed","Wed Jul 23 16:05:42 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","customerLoginTest"
"Тестирование внесения депозита (Негативный кейс)","3953","T-008 Попытка внести невалидную сумму: ""100,50""","","Wed Jul 23 16:05:45 GMT 2025","failed","Wed Jul 23 16:05:49 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","customerDepositInvalidAmountTest"
"Тестирование снятия депозита (Негативный кейс)","4613","T-009 Попытка снятие невалидной суммы: ""abc""","","Wed Jul 23 16:05:42 GMT 2025","passed","Wed Jul 23 16:05:47 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","customerWithdrawlInvalidAmountTest"
"Тестирование создания пользователя","11876","API-T-003","","Wed Jul 23 16:05:56 GMT 2025","passed","Wed Jul 23 16:06:07 GMT 2025","","tests.api.CreationTests","tests.api.CreationTests","createUserTest"
"Тестирование покупки автомобиля","11877","API-T-001","","Wed Jul 23 16:05:56 GMT 2025","passed","Wed Jul 23 16:06:07 GMT 2025","","tests.api.BuySellTests","tests.api.BuySellTests","buyCarTest"
"Тестирование внесения депозита (Негативный кейс)","13805","T-008 Попытка внести невалидную сумму: ""-100""","","Wed Jul 23 16:05:24 GMT 2025","passed","Wed Jul 23 16:05:37 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","customerDepositInvalidAmountTest"
"Тестирование создания автомобиля","1347","API-T-005","","Wed Jul 23 16:06:07 GMT 2025","passed","Wed Jul 23 16:06:09 GMT 2025","","tests.api.CreationTests","tests.api.CreationTests","createCarTest"
