"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Тестирование выбора аккаунта(счета) клиента","14598","T-010","","Wed Jul 30 11:22:10 GMT 2025","passed","Wed Jul 30 11:22:25 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","selectAccountTest"
"Тестирование авторизации в личный кабинет менеджера","14426","T-006","","Wed Jul 30 11:22:07 GMT 2025","passed","Wed Jul 30 11:22:21 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","testManagerLogin"
"Тестирование авторизации в личный кабинет клиента","11116","T-001","","Wed Jul 30 11:22:11 GMT 2025","passed","Wed Jul 30 11:22:22 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","customerLoginTest"
"Тестирование снятия депозита (Негативный кейс)","3638","T-009 Попытка снятие невалидной суммы: ""#$%""","","Wed Jul 30 11:22:29 GMT 2025","passed","Wed Jul 30 11:22:33 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","customerWithdrawlInvalidAmountTest"
"Тестирование заселения пользователя в дом","9328","API-T-002","","Wed Jul 30 11:22:37 GMT 2025","passed","Wed Jul 30 11:22:47 GMT 2025","","tests.api.BuySellTests","tests.api.BuySellTests","settleHouse"
"Тестирование создания дома с парковками","1794","API-T-004","","Wed Jul 30 11:22:47 GMT 2025","passed","Wed Jul 30 11:22:49 GMT 2025","","tests.api.CreationTests","tests.api.CreationTests","createHouseTest"
"Тестирование снятия депозита (Негативный кейс)","12475","T-009 Попытка снятие невалидной суммы: ""abc""","","Wed Jul 30 11:22:11 GMT 2025","passed","Wed Jul 30 11:22:23 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","customerWithdrawlInvalidAmountTest"
"Тест работоспособности открытия модального окна внесения депозита","16231","T-002","","Wed Jul 30 11:22:07 GMT 2025","passed","Wed Jul 30 11:22:23 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","testNavigationButtonOpenDeposit"
"Тестирование снятия депозита (Негативный кейс)","5392","T-009 Попытка снятие невалидной суммы: "" ""","","Wed Jul 30 11:22:24 GMT 2025","passed","Wed Jul 30 11:22:29 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","customerWithdrawlInvalidAmountTest"
"Тестирование внесения депозита (Негативный кейс)","5746","T-008 Попытка внести невалидную сумму: "" ""","","Wed Jul 30 11:22:24 GMT 2025","passed","Wed Jul 30 11:22:30 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","customerDepositInvalidAmountTest"
