"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Тестирование создания автомобиля","1511","API-T-005","","Thu Jul 17 09:44:47 GMT 2025","passed","Thu Jul 17 09:44:48 GMT 2025","","tests.api.CreationTests","tests.api.CreationTests","createCarTest"
"Тестирование выбора аккаунта(счета) клиента","10796","T-010","","Thu Jul 17 09:43:58 GMT 2025","passed","Thu Jul 17 09:44:09 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","selectAccountTest"
"Тестирование добавления клиента в личном кабинете менеджера","6087","T-007","","Thu Jul 17 09:44:08 GMT 2025","passed","Thu Jul 17 09:44:14 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","testAddNewCustomer"
"Тест работоспособности открытия модального окна снятия депозита","6854","T-003","","Thu Jul 17 09:44:11 GMT 2025","passed","Thu Jul 17 09:44:18 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","testNavigationButtonOpenWithdrawl"
"Тест работоспособности перехода на страницу транзакции.","12592","T-005","","Thu Jul 17 09:43:58 GMT 2025","passed","Thu Jul 17 09:44:11 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","testNavigationButtonOpenTransactions"
"Тестирование снятия и внесения депозита","22996","T-004","","Thu Jul 17 09:44:07 GMT 2025","broken","Thu Jul 17 09:44:30 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","customerDepositWithdrawlTest"
"Тестирование снятия депозита (Негативный кейс)","7659","T-009 Попытка снятие невалидной суммы: ""0""","","Thu Jul 17 09:44:09 GMT 2025","passed","Thu Jul 17 09:44:17 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","customerWithdrawlInvalidAmountTest"
"Тестирование внесения депозита (Негативный кейс)","5332","T-008 Попытка внести невалидную сумму: ""abc""","","Thu Jul 17 09:44:13 GMT 2025","passed","Thu Jul 17 09:44:18 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","customerDepositInvalidAmountTest"
"Тест работоспособности открытия модального окна внесения депозита","11940","T-002","","Thu Jul 17 09:43:56 GMT 2025","passed","Thu Jul 17 09:44:08 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","testNavigationButtonOpenDeposit"
"Тестирование внесения депозита (Негативный кейс)","6021","T-008 Попытка внести невалидную сумму: "" ""","","Thu Jul 17 09:44:09 GMT 2025","passed","Thu Jul 17 09:44:15 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","customerDepositInvalidAmountTest"
"Тестирование снятия депозита (Негативный кейс)","5706","T-009 Попытка снятие невалидной суммы: "" ""","","Thu Jul 17 09:44:23 GMT 2025","passed","Thu Jul 17 09:44:28 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","customerWithdrawlInvalidAmountTest"
"Тестирование покупки автомобиля","9139","API-T-001","","Thu Jul 17 09:44:37 GMT 2025","passed","Thu Jul 17 09:44:46 GMT 2025","","tests.api.BuySellTests","tests.api.BuySellTests","buyCarTest"
"Тестирование заселения пользователя в дом","1033","API-T-002","","Thu Jul 17 09:44:46 GMT 2025","passed","Thu Jul 17 09:44:47 GMT 2025","","tests.api.BuySellTests","tests.api.BuySellTests","settleHouse"
"Тестирование внесения депозита (Негативный кейс)","6670","T-008 Попытка внести невалидную сумму: ""100,50""","","Thu Jul 17 09:44:22 GMT 2025","failed","Thu Jul 17 09:44:29 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","customerDepositInvalidAmountTest"
"Тестирование авторизации в личный кабинет клиента","5007","T-001","","Thu Jul 17 09:44:14 GMT 2025","passed","Thu Jul 17 09:44:19 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","customerLoginTest"
