"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Тестирование авторизации в личный кабинет менеджера","10778","T-006","","Sat Jun 14 17:12:08 GMT 2025","passed","Sat Jun 14 17:12:19 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","testManagerLogin"
"Тестирование выбора аккаунта(счета) клиента","13021","T-010","","Sat Jun 14 17:12:08 GMT 2025","passed","Sat Jun 14 17:12:21 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","selectAccountTest"
"Тестирование снятия депозита (Негативный кейс)","6886","T-009 Попытка снятие невалидной суммы: """"","","Sat Jun 14 17:12:32 GMT 2025","passed","Sat Jun 14 17:12:38 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","customerWithdrawlInvalidAmountTest"
"Тестирование авторизации в личный кабинет клиента","8127","T-001","","Sat Jun 14 17:12:21 GMT 2025","passed","Sat Jun 14 17:12:29 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","customerLoginTest"
"Тестирование внесения депозита (Негативный кейс)","7978","T-008 Попытка внести невалидную сумму: ""#$%""","","Sat Jun 14 17:12:20 GMT 2025","passed","Sat Jun 14 17:12:28 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","customerDepositInvalidAmountTest"
"Тест работоспособности перехода на страницу транзакции.","11758","T-005","","Sat Jun 14 17:12:11 GMT 2025","passed","Sat Jun 14 17:12:23 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","testNavigationButtonOpenTransactions"
"Тестирование снятия депозита (Негативный кейс)","8462","T-009 Попытка снятие невалидной суммы: ""-100""","","Sat Jun 14 17:12:23 GMT 2025","passed","Sat Jun 14 17:12:32 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","customerWithdrawlInvalidAmountTest"
"Тест работоспособности открытия модального окна снятия депозита","7433","T-003","","Sat Jun 14 17:12:19 GMT 2025","passed","Sat Jun 14 17:12:26 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","testNavigationButtonOpenWithdrawl"
"Тестирование внесения депозита (Негативный кейс)","8811","T-008 Попытка внести невалидную сумму: ""0""","","Sat Jun 14 17:12:26 GMT 2025","passed","Sat Jun 14 17:12:35 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","customerDepositInvalidAmountTest"
"Тестирование снятия депозита (Негативный кейс)","9187","T-009 Попытка снятие невалидной суммы: ""100,50""","","Sat Jun 14 17:12:33 GMT 2025","passed","Sat Jun 14 17:12:42 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","customerWithdrawlInvalidAmountTest"
"Тестирование снятия депозита (Негативный кейс)","12680","T-009 Попытка снятие невалидной суммы: "" ""","","Sat Jun 14 17:12:11 GMT 2025","passed","Sat Jun 14 17:12:24 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","customerWithdrawlInvalidAmountTest"
"Тестирование внесения депозита (Негативный кейс)","13166","T-008 Попытка внести невалидную сумму: ""-100""","","Sat Jun 14 17:12:11 GMT 2025","passed","Sat Jun 14 17:12:25 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","customerDepositInvalidAmountTest"
"Тестирование снятия депозита (Негативный кейс)","7182","T-009 Попытка снятие невалидной суммы: ""abc""","","Sat Jun 14 17:12:28 GMT 2025","passed","Sat Jun 14 17:12:35 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","customerWithdrawlInvalidAmountTest"
"Тестирование внесения депозита (Негативный кейс)","7039","T-008 Попытка внести невалидную сумму: ""100,50""","","Sat Jun 14 17:12:32 GMT 2025","failed","Sat Jun 14 17:12:39 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","customerDepositInvalidAmountTest"
"Тестирование внесения депозита (Негативный кейс)","6965","T-008 Попытка внести невалидную сумму: """"","","Sat Jun 14 17:12:32 GMT 2025","passed","Sat Jun 14 17:12:39 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","customerDepositInvalidAmountTest"
"Тестирование внесения депозита (Негативный кейс)","12444","T-008 Попытка внести невалидную сумму: "" ""","","Sat Jun 14 17:12:08 GMT 2025","passed","Sat Jun 14 17:12:20 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","customerDepositInvalidAmountTest"
"Тест работоспособности открытия модального окна внесения депозита","12180","T-002","","Sat Jun 14 17:12:08 GMT 2025","passed","Sat Jun 14 17:12:20 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","testNavigationButtonOpenDeposit"
