"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Тест работоспособности открытия модального окна снятия депозита","7187","T-003","","Sat Jun 14 17:27:39 GMT 2025","passed","Sat Jun 14 17:27:46 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","testNavigationButtonOpenWithdrawl"
"Тестирование внесения депозита (Негативный кейс)","7276","T-008 Попытка внести невалидную сумму: ""100,50""","","Sat Jun 14 17:27:53 GMT 2025","failed","Sat Jun 14 17:28:00 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","customerDepositInvalidAmountTest"
"Тестирование внесения депозита (Негативный кейс)","7638","T-008 Попытка внести невалидную сумму: ""abc""","","Sat Jun 14 17:27:45 GMT 2025","passed","Sat Jun 14 17:27:53 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","customerDepositInvalidAmountTest"
"Тестирование снятия депозита (Негативный кейс)","7083","T-009 Попытка снятие невалидной суммы: """"","","Sat Jun 14 17:27:52 GMT 2025","passed","Sat Jun 14 17:27:59 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","customerWithdrawlInvalidAmountTest"
"Тестирование снятия депозита (Негативный кейс)","35712","T-009 Попытка снятие невалидной суммы: "" ""","","Sat Jun 14 17:27:09 GMT 2025","passed","Sat Jun 14 17:27:44 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","customerWithdrawlInvalidAmountTest"
"Тестирование внесения депозита (Негативный кейс)","8054","T-008 Попытка внести невалидную сумму: ""#$%""","","Sat Jun 14 17:27:41 GMT 2025","passed","Sat Jun 14 17:27:49 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","customerDepositInvalidAmountTest"
"Тестирование снятия и внесения депозита","51774","T-004","","Sat Jun 14 17:27:09 GMT 2025","broken","Sat Jun 14 17:28:00 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","customerDepositWithdrawlTest"
"Тестирование выбора аккаунта(счета) клиента","52156","T-010","","Sat Jun 14 17:26:49 GMT 2025","passed","Sat Jun 14 17:27:41 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","selectAccountTest"
"Тестирование снятия депозита (Негативный кейс)","7215","T-009 Попытка снятие невалидной суммы: ""abc""","","Sat Jun 14 17:27:49 GMT 2025","passed","Sat Jun 14 17:27:56 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","customerWithdrawlInvalidAmountTest"
"Тестирование внесения депозита (Негативный кейс)","36547","T-008 Попытка внести невалидную сумму: ""-100""","","Sat Jun 14 17:27:09 GMT 2025","passed","Sat Jun 14 17:27:45 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","customerDepositInvalidAmountTest"
"Тестирование снятия депозита (Негативный кейс)","9742","T-009 Попытка снятие невалидной суммы: ""100,50""","","Sat Jun 14 17:27:53 GMT 2025","passed","Sat Jun 14 17:28:03 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","customerWithdrawlInvalidAmountTest"
"Тестирование снятия депозита (Негативный кейс)","7348","T-009 Попытка снятие невалидной суммы: ""0""","","Sat Jun 14 17:27:49 GMT 2025","passed","Sat Jun 14 17:27:57 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","customerWithdrawlInvalidAmountTest"
"Тестирование снятия депозита (Негативный кейс)","8343","T-009 Попытка снятие невалидной суммы: ""#$%""","","Sat Jun 14 17:27:44 GMT 2025","passed","Sat Jun 14 17:27:53 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","customerWithdrawlInvalidAmountTest"
"Тестирование авторизации в личный кабинет менеджера","49746","T-006","","Sat Jun 14 17:26:49 GMT 2025","passed","Sat Jun 14 17:27:39 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","testManagerLogin"
"Тестирование внесения депозита (Негативный кейс)","51363","T-008 Попытка внести невалидную сумму: "" ""","","Sat Jun 14 17:26:49 GMT 2025","passed","Sat Jun 14 17:27:41 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","customerDepositInvalidAmountTest"
"Тест работоспособности открытия модального окна внесения депозита","50931","T-002","","Sat Jun 14 17:26:49 GMT 2025","passed","Sat Jun 14 17:27:40 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","testNavigationButtonOpenDeposit"
"Тестирование добавления клиента в личном кабинете менеджера","8809","T-007","","Sat Jun 14 17:27:40 GMT 2025","passed","Sat Jun 14 17:27:49 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","testAddNewCustomer"
"Тестирование авторизации в личный кабинет клиента","7766","T-001","","Sat Jun 14 17:27:41 GMT 2025","passed","Sat Jun 14 17:27:49 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","customerLoginTest"
"Тестирование снятия депозита (Негативный кейс)","9329","T-009 Попытка снятие невалидной суммы: ""-100""","","Sat Jun 14 17:27:43 GMT 2025","passed","Sat Jun 14 17:27:52 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","customerWithdrawlInvalidAmountTest"
"Тест работоспособности перехода на страницу транзакции.","34231","T-005","","Sat Jun 14 17:27:09 GMT 2025","passed","Sat Jun 14 17:27:43 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","testNavigationButtonOpenTransactions"
"Тестирование внесения депозита (Негативный кейс)","9472","T-008 Попытка внести невалидную сумму: ""0""","","Sat Jun 14 17:27:46 GMT 2025","passed","Sat Jun 14 17:27:56 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","customerDepositInvalidAmountTest"
"Тестирование внесения депозита (Негативный кейс)","7185","T-008 Попытка внести невалидную сумму: """"","","Sat Jun 14 17:27:53 GMT 2025","passed","Sat Jun 14 17:28:00 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","customerDepositInvalidAmountTest"
