"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Тестирование снятия депозита (Негативный кейс)","5101","T-009 Попытка снятие невалидной суммы: ""-100""","","Mon Jul 14 14:50:28 GMT 2025","passed","Mon Jul 14 14:50:33 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","customerWithdrawlInvalidAmountTest"
"Тестирование выбора аккаунта(счета) клиента","10417","T-010","","Mon Jul 14 14:50:09 GMT 2025","passed","Mon Jul 14 14:50:20 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","selectAccountTest"
"Тестирование внесения депозита (Негативный кейс)","6386","T-008 Попытка внести невалидную сумму: ""#$%""","","Mon Jul 14 14:50:25 GMT 2025","passed","Mon Jul 14 14:50:31 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","customerDepositInvalidAmountTest"
"","1","BuySellTests","","Mon Jul 14 14:50:46 GMT 2025","broken","Mon Jul 14 14:50:46 GMT 2025","","tests.api.BuySellTests","tests.api.BuySellTests",""
"Тестирование внесения депозита (Негативный кейс)","13419","T-008 Попытка внести невалидную сумму: ""-100""","","Mon Jul 14 14:50:09 GMT 2025","passed","Mon Jul 14 14:50:23 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","customerDepositInvalidAmountTest"
"Тестирование снятия депозита (Негативный кейс)","6189","T-009 Попытка снятие невалидной суммы: ""abc""","","Mon Jul 14 14:50:29 GMT 2025","passed","Mon Jul 14 14:50:35 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","customerWithdrawlInvalidAmountTest"
"","0","CreationTests","","Mon Jul 14 14:50:46 GMT 2025","broken","Mon Jul 14 14:50:46 GMT 2025","","tests.api.CreationTests","tests.api.CreationTests",""
"Тест работоспособности открытия модального окна внесения депозита","10425","T-002","","Mon Jul 14 14:50:08 GMT 2025","passed","Mon Jul 14 14:50:19 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","testNavigationButtonOpenDeposit"
"Тестирование снятия и внесения депозита","21926","T-004","","Mon Jul 14 14:50:18 GMT 2025","broken","Mon Jul 14 14:50:40 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","customerDepositWithdrawlTest"
"Тестирование внесения депозита (Негативный кейс)","6353","T-008 Попытка внести невалидную сумму: """"","","Mon Jul 14 14:50:28 GMT 2025","passed","Mon Jul 14 14:50:35 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","customerDepositInvalidAmountTest"
"Тестирование авторизации в личный кабинет менеджера","9064","T-006","","Mon Jul 14 14:50:08 GMT 2025","passed","Mon Jul 14 14:50:17 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","testManagerLogin"
"Тестирование добавления клиента в личном кабинете менеджера","5716","T-007","","Mon Jul 14 14:50:19 GMT 2025","passed","Mon Jul 14 14:50:24 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","testAddNewCustomer"
"Тестирование снятия депозита (Негативный кейс)","5182","T-009 Попытка снятие невалидной суммы: "" ""","","Mon Jul 14 14:50:33 GMT 2025","passed","Mon Jul 14 14:50:38 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","customerWithdrawlInvalidAmountTest"
"Тест работоспособности перехода на страницу транзакции.","11891","T-005","","Mon Jul 14 14:50:09 GMT 2025","passed","Mon Jul 14 14:50:21 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","testNavigationButtonOpenTransactions"
"Тестирование внесения депозита (Негативный кейс)","4289","T-008 Попытка внести невалидную сумму: ""100,50""","","Mon Jul 14 14:50:35 GMT 2025","failed","Mon Jul 14 14:50:39 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","customerDepositInvalidAmountTest"
"Тестирование снятия депозита (Негативный кейс)","5453","T-009 Попытка снятие невалидной суммы: """"","","Mon Jul 14 14:50:27 GMT 2025","passed","Mon Jul 14 14:50:32 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","customerWithdrawlInvalidAmountTest"
"Тестирование внесения депозита (Негативный кейс)","9985","T-008 Попытка внести невалидную сумму: ""0""","","Mon Jul 14 14:50:09 GMT 2025","passed","Mon Jul 14 14:50:19 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","customerDepositInvalidAmountTest"
"Тестирование снятия депозита (Негативный кейс)","4809","T-009 Попытка снятие невалидной суммы: ""#$%""","","Mon Jul 14 14:50:32 GMT 2025","passed","Mon Jul 14 14:50:37 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","customerWithdrawlInvalidAmountTest"
"Тест работоспособности открытия модального окна снятия депозита","6694","T-003","","Mon Jul 14 14:50:21 GMT 2025","passed","Mon Jul 14 14:50:28 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","testNavigationButtonOpenWithdrawl"
"Тестирование авторизации в личный кабинет клиента","4754","T-001","","Mon Jul 14 14:50:24 GMT 2025","passed","Mon Jul 14 14:50:29 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","customerLoginTest"
"Тестирование снятия депозита (Негативный кейс)","6970","T-009 Попытка снятие невалидной суммы: ""0""","","Mon Jul 14 14:50:20 GMT 2025","passed","Mon Jul 14 14:50:27 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","customerWithdrawlInvalidAmountTest"
"Тестирование внесения депозита (Негативный кейс)","5779","T-008 Попытка внести невалидную сумму: "" ""","","Mon Jul 14 14:50:19 GMT 2025","passed","Mon Jul 14 14:50:25 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","customerDepositInvalidAmountTest"
"Тестирование снятия депозита (Негативный кейс)","4621","T-009 Попытка снятие невалидной суммы: ""100,50""","","Mon Jul 14 14:50:35 GMT 2025","passed","Mon Jul 14 14:50:40 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","customerWithdrawlInvalidAmountTest"
"Тестирование внесения депозита (Негативный кейс)","5738","T-008 Попытка внести невалидную сумму: ""abc""","","Mon Jul 14 14:50:23 GMT 2025","passed","Mon Jul 14 14:50:28 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","customerDepositInvalidAmountTest"
