"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Тестирование снятия депозита (Негативный кейс)","3895","T-009 Попытка снятие невалидной суммы: "" ""","","Thu Jul 17 09:38:02 GMT 2025","passed","Thu Jul 17 09:38:06 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","customerWithdrawlInvalidAmountTest"
"Тестирование внесения депозита (Негативный кейс)","6788","T-008 Попытка внести невалидную сумму: ""100,50""","","Thu Jul 17 09:37:55 GMT 2025","failed","Thu Jul 17 09:38:02 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","customerDepositInvalidAmountTest"
"Тестирование снятия депозита (Негативный кейс)","4885","T-009 Попытка снятие невалидной суммы: ""100,50""","","Thu Jul 17 09:37:59 GMT 2025","passed","Thu Jul 17 09:38:03 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","customerWithdrawlInvalidAmountTest"
"Тестирование снятия депозита (Негативный кейс)","7358","T-009 Попытка снятие невалидной суммы: ""0""","","Thu Jul 17 09:37:46 GMT 2025","passed","Thu Jul 17 09:37:53 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","customerWithdrawlInvalidAmountTest"
"Тестирование внесения депозита (Негативный кейс)","5783","T-008 Попытка внести невалидную сумму: """"","","Thu Jul 17 09:37:54 GMT 2025","passed","Thu Jul 17 09:38:00 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","customerDepositInvalidAmountTest"
"Тестирование создания пользователя","9267","API-T-003","","Thu Jul 17 09:38:13 GMT 2025","passed","Thu Jul 17 09:38:23 GMT 2025","","tests.api.CreationTests","tests.api.CreationTests","createUserTest"
"Тестирование заселения пользователя в дом","1068","API-T-002","","Thu Jul 17 09:38:23 GMT 2025","passed","Thu Jul 17 09:38:24 GMT 2025","","tests.api.BuySellTests","tests.api.BuySellTests","settleHouse"
"Тестирование снятия депозита (Негативный кейс)","6141","T-009 Попытка снятие невалидной суммы: ""-100""","","Thu Jul 17 09:37:56 GMT 2025","passed","Thu Jul 17 09:38:02 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","customerWithdrawlInvalidAmountTest"
"Тест работоспособности перехода на страницу транзакции.","12234","T-005","","Thu Jul 17 09:37:37 GMT 2025","passed","Thu Jul 17 09:37:49 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","testNavigationButtonOpenTransactions"
"Тестирование снятия депозита (Негативный кейс)","5312","T-009 Попытка снятие невалидной суммы: """"","","Thu Jul 17 09:37:53 GMT 2025","passed","Thu Jul 17 09:37:59 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","customerWithdrawlInvalidAmountTest"
"Тестирование авторизации в личный кабинет клиента","5480","T-001","","Thu Jul 17 09:37:51 GMT 2025","passed","Thu Jul 17 09:37:56 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","customerLoginTest"
"Тестирование внесения депозита (Негативный кейс)","11074","T-008 Попытка внести невалидную сумму: ""-100""","","Thu Jul 17 09:37:37 GMT 2025","passed","Thu Jul 17 09:37:48 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","customerDepositInvalidAmountTest"
"Тестирование снятия и внесения депозита","22012","T-004","","Thu Jul 17 09:37:44 GMT 2025","broken","Thu Jul 17 09:38:06 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","customerDepositWithdrawlTest"
"Тестирование выбора аккаунта(счета) клиента","9391","T-010","","Thu Jul 17 09:37:36 GMT 2025","passed","Thu Jul 17 09:37:46 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","selectAccountTest"
"Тестирование внесения депозита (Негативный кейс)","6475","T-008 Попытка внести невалидную сумму: ""abc""","","Thu Jul 17 09:37:48 GMT 2025","passed","Thu Jul 17 09:37:54 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","customerDepositInvalidAmountTest"
"Тестирование авторизации в личный кабинет менеджера","10165","T-006","","Thu Jul 17 09:37:33 GMT 2025","passed","Thu Jul 17 09:37:44 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","testManagerLogin"
