"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Тестирование авторизации в личный кабинет менеджера","19192","T-006","","Mon Jul 14 15:30:30 GMT 2025","passed","Mon Jul 14 15:30:50 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","testManagerLogin"
"Тестирование выбора аккаунта(счета) клиента","18123","T-010","","Mon Jul 14 15:30:34 GMT 2025","passed","Mon Jul 14 15:30:52 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","selectAccountTest"
"","1","BuySellTests","","Mon Jul 14 15:31:16 GMT 2025","broken","Mon Jul 14 15:31:16 GMT 2025","","tests.api.BuySellTests","tests.api.BuySellTests",""
"Тест работоспособности перехода на страницу транзакции.","19348","T-005","","Mon Jul 14 15:30:34 GMT 2025","passed","Mon Jul 14 15:30:53 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","testNavigationButtonOpenTransactions"
"","1","CreationTests","","Mon Jul 14 15:31:16 GMT 2025","broken","Mon Jul 14 15:31:16 GMT 2025","","tests.api.CreationTests","tests.api.CreationTests",""
"Тестирование внесения депозита (Негативный кейс)","5143","T-008 Попытка внести невалидную сумму: ""100,50""","","Mon Jul 14 15:31:01 GMT 2025","failed","Mon Jul 14 15:31:06 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","customerDepositInvalidAmountTest"
"Тестирование внесения депозита (Негативный кейс)","5341","T-008 Попытка внести невалидную сумму: "" ""","","Mon Jul 14 15:30:52 GMT 2025","passed","Mon Jul 14 15:30:57 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","customerDepositInvalidAmountTest"
"Тест работоспособности открытия модального окна снятия депозита","5809","T-003","","Mon Jul 14 15:30:53 GMT 2025","passed","Mon Jul 14 15:30:59 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","testNavigationButtonOpenWithdrawl"
"Тестирование снятия депозита (Негативный кейс)","5104","T-009 Попытка снятие невалидной суммы: ""0""","","Mon Jul 14 15:30:52 GMT 2025","passed","Mon Jul 14 15:30:57 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","customerWithdrawlInvalidAmountTest"
"Тестирование внесения депозита (Негативный кейс)","17766","T-008 Попытка внести невалидную сумму: ""0""","","Mon Jul 14 15:30:34 GMT 2025","passed","Mon Jul 14 15:30:52 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","customerDepositInvalidAmountTest"
"Тестирование внесения депозита (Негативный кейс)","4217","T-008 Попытка внести невалидную сумму: ""#$%""","","Mon Jul 14 15:30:57 GMT 2025","passed","Mon Jul 14 15:31:01 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","customerDepositInvalidAmountTest"
"Тестирование снятия и внесения депозита","7689","T-004","","Mon Jul 14 15:30:50 GMT 2025","passed","Mon Jul 14 15:30:58 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","customerDepositWithdrawlTest"
"Тестирование добавления клиента в личном кабинете менеджера","5273","T-007","","Mon Jul 14 15:30:51 GMT 2025","passed","Mon Jul 14 15:30:56 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","testAddNewCustomer"
"Тестирование снятия депозита (Негативный кейс)","4065","T-009 Попытка снятие невалидной суммы: ""#$%""","","Mon Jul 14 15:31:03 GMT 2025","passed","Mon Jul 14 15:31:07 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","customerWithdrawlInvalidAmountTest"
"Тестирование внесения депозита (Негативный кейс)","19824","T-008 Попытка внести невалидную сумму: ""-100""","","Mon Jul 14 15:30:34 GMT 2025","passed","Mon Jul 14 15:30:54 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","customerDepositInvalidAmountTest"
"Тестирование снятия депозита (Негативный кейс)","6298","T-009 Попытка снятие невалидной суммы: ""-100""","","Mon Jul 14 15:30:58 GMT 2025","passed","Mon Jul 14 15:31:04 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","customerWithdrawlInvalidAmountTest"
"Тестирование внесения депозита (Негативный кейс)","4658","T-008 Попытка внести невалидную сумму: """"","","Mon Jul 14 15:31:00 GMT 2025","passed","Mon Jul 14 15:31:05 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","customerDepositInvalidAmountTest"
"Тестирование авторизации в личный кабинет клиента","4201","T-001","","Mon Jul 14 15:30:56 GMT 2025","passed","Mon Jul 14 15:31:00 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","customerLoginTest"
"Тестирование снятия депозита (Негативный кейс)","5412","T-009 Попытка снятие невалидной суммы: ""abc""","","Mon Jul 14 15:30:59 GMT 2025","passed","Mon Jul 14 15:31:05 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","customerWithdrawlInvalidAmountTest"
"Тестирование снятия депозита (Негативный кейс)","5698","T-009 Попытка снятие невалидной суммы: """"","","Mon Jul 14 15:30:57 GMT 2025","passed","Mon Jul 14 15:31:03 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","customerWithdrawlInvalidAmountTest"
"Тест работоспособности открытия модального окна внесения депозита","20360","T-002","","Mon Jul 14 15:30:30 GMT 2025","passed","Mon Jul 14 15:30:51 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","testNavigationButtonOpenDeposit"
"Тестирование снятия депозита (Негативный кейс)","4100","T-009 Попытка снятие невалидной суммы: "" ""","","Mon Jul 14 15:31:04 GMT 2025","passed","Mon Jul 14 15:31:08 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","customerWithdrawlInvalidAmountTest"
"Тестирование внесения депозита (Негативный кейс)","6926","T-008 Попытка внести невалидную сумму: ""abc""","","Mon Jul 14 15:30:54 GMT 2025","passed","Mon Jul 14 15:31:01 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","customerDepositInvalidAmountTest"
"Тестирование снятия депозита (Негативный кейс)","3796","T-009 Попытка снятие невалидной суммы: ""100,50""","","Mon Jul 14 15:31:05 GMT 2025","passed","Mon Jul 14 15:31:08 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","customerWithdrawlInvalidAmountTest"
