"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Тестирование внесения депозита (Негативный кейс)","7551","T-008 Попытка внести невалидную сумму: ""#$%""","","Sat Jun 14 17:32:18 GMT 2025","passed","Sat Jun 14 17:32:26 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","customerDepositInvalidAmountTest"
"Тестирование внесения депозита (Негативный кейс)","21024","T-008 Попытка внести невалидную сумму: "" ""","","Sat Jun 14 17:31:57 GMT 2025","passed","Sat Jun 14 17:32:18 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","customerDepositInvalidAmountTest"
"Тестирование внесения депозита (Негативный кейс)","8105","T-008 Попытка внести невалидную сумму: ""0""","","Sat Jun 14 17:32:25 GMT 2025","passed","Sat Jun 14 17:32:33 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","customerDepositInvalidAmountTest"
"Тестирование авторизации в личный кабинет менеджера","19150","T-006","","Sat Jun 14 17:31:57 GMT 2025","passed","Sat Jun 14 17:32:16 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","testManagerLogin"
"Тестирование снятия депозита (Негативный кейс)","18287","T-009 Попытка снятие невалидной суммы: "" ""","","Sat Jun 14 17:32:04 GMT 2025","passed","Sat Jun 14 17:32:22 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","customerWithdrawlInvalidAmountTest"
"Тестирование снятия и внесения депозита","32875","T-004","","Sat Jun 14 17:32:04 GMT 2025","broken","Sat Jun 14 17:32:37 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","customerDepositWithdrawlTest"
"Тестирование снятия депозита (Негативный кейс)","7975","T-009 Попытка снятие невалидной суммы: ""-100""","","Sat Jun 14 17:32:21 GMT 2025","passed","Sat Jun 14 17:32:29 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","customerWithdrawlInvalidAmountTest"
"Тест работоспособности открытия модального окна внесения депозита","20453","T-002","","Sat Jun 14 17:31:57 GMT 2025","passed","Sat Jun 14 17:32:18 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","testNavigationButtonOpenDeposit"
"Тестирование добавления клиента в личном кабинете менеджера","8633","T-007","","Sat Jun 14 17:32:18 GMT 2025","passed","Sat Jun 14 17:32:26 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","testAddNewCustomer"
"Тестирование авторизации в личный кабинет клиента","9058","T-001","","Sat Jun 14 17:32:18 GMT 2025","passed","Sat Jun 14 17:32:28 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","customerLoginTest"
"Тестирование внесения депозита (Негативный кейс)","6828","T-008 Попытка внести невалидную сумму: """"","","Sat Jun 14 17:32:30 GMT 2025","passed","Sat Jun 14 17:32:37 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","customerDepositInvalidAmountTest"
"Тестирование снятия депозита (Негативный кейс)","6876","T-009 Попытка снятие невалидной суммы: ""100,50""","","Sat Jun 14 17:32:31 GMT 2025","passed","Sat Jun 14 17:32:38 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","customerWithdrawlInvalidAmountTest"
"Тестирование снятия депозита (Негативный кейс)","7656","T-009 Попытка снятие невалидной суммы: ""#$%""","","Sat Jun 14 17:32:22 GMT 2025","passed","Sat Jun 14 17:32:30 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","customerWithdrawlInvalidAmountTest"
"Тест работоспособности перехода на страницу транзакции.","17633","T-005","","Sat Jun 14 17:32:04 GMT 2025","passed","Sat Jun 14 17:32:21 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","testNavigationButtonOpenTransactions"
"Тестирование снятия депозита (Негативный кейс)","6782","T-009 Попытка снятие невалидной суммы: ""abc""","","Sat Jun 14 17:32:26 GMT 2025","passed","Sat Jun 14 17:32:33 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","customerWithdrawlInvalidAmountTest"
"Тестирование выбора аккаунта(счета) клиента","21259","T-010","","Sat Jun 14 17:31:57 GMT 2025","passed","Sat Jun 14 17:32:18 GMT 2025","","xyzui.CustomerTest","xyzui.CustomerTest","selectAccountTest"
